Timestamp,Humidity (%),Temperature (°C),Light (lux),Soil Moisture (%)
18:23:31,52.2,24.2,86.67,29.0
18:23:33,52.2,24.2,86.67,29.0
18:23:35,52.2,24.2,85.83,29.0
18:23:37,52.3,24.1,85.83,29.0
18:23:39,52.3,24.2,85.83,29.0
18:23:41,52.3,24.2,84.17,29.0
18:23:43,52.3,24.2,85.0,29.0
18:23:45,52.3,24.2,84.17,29.0
18:23:48,52.3,24.2,84.17,29.0
18:23:50,52.4,24.2,84.17,29.0
18:23:52,52.3,24.2,80.83,29.0
18:23:54,52.3,24.2,78.33,29.0
18:23:56,52.3,24.2,59.17,29.0
18:23:58,52.3,24.3,84.17,29.0
18:24:00,52.2,24.3,85.0,29.0
18:24:02,52.2,24.3,85.0,29.0
18:24:04,52.3,24.3,85.0,29.0
18:24:06,52.2,24.3,82.5,29.0
18:24:08,52.2,24.3,81.67,29.0
18:24:10,52.2,24.3,82.5,29.0
18:24:12,52.1,24.3,79.17,29.0
18:24:14,52.1,24.3,85.0,29.0
18:24:16,52.2,24.3,83.33,29.0
18:24:18,52.2,24.3,84.17,29.0
18:24:20,52.2,24.4,83.33,29.0
18:24:22,52.2,24.3,84.17,29.0
18:24:24,52.1,24.4,83.33,29.0
18:24:26,52.1,24.4,85.0,29.0
18:24:28,52.1,24.4,84.17,29.0
18:24:30,52.1,24.4,84.17,29.0
18:24:32,52.1,24.4,84.17,29.0
18:24:34,52.1,24.4,84.17,29.0
18:24:36,52.1,24.4,85.0,29.0
18:24:38,52.1,24.4,84.17,29.0
18:24:40,52.1,24.4,84.17,29.0
18:24:42,52.1,24.4,83.33,29.0
18:24:44,52.1,24.4,84.17,29.0
18:24:46,52.1,24.4,83.33,29.0
18:24:49,52.2,24.4,83.33,29.0
18:24:51,52.2,24.4,85.0,29.0
18:24:53,52.2,24.4,83.33,29.0
18:24:55,52.2,24.4,84.17,29.0
18:24:57,52.2,24.4,84.17,29.0
18:24:59,52.1,24.4,85.0,29.0
18:25:01,52.1,24.4,83.33,29.0
18:25:03,52.1,24.4,84.17,29.0
18:25:05,52.1,24.4,85.0,29.0
18:25:07,52.1,24.4,84.17,29.0
18:25:09,52.1,24.4,85.0,29.0
18:25:11,52.1,24.4,84.17,29.0
18:25:13,52.1,24.4,85.83,29.0
18:25:15,52.1,24.4,85.0,29.0
18:25:17,52.1,24.4,83.33,29.0
18:25:19,52.1,24.4,84.17,29.0
18:25:21,52.1,24.4,83.33,29.0
18:25:23,52.1,24.4,84.17,29.0
18:25:25,52.1,24.4,85.0,29.0
18:25:27,52.1,24.4,85.0,29.0
18:25:29,52.2,24.4,86.67,29.0
18:25:31,52.1,24.4,85.0,29.0
18:25:33,52.1,24.4,84.17,29.0
18:25:35,52.1,24.4,80.83,29.0
18:25:37,52.1,24.4,88.33,29.0
18:25:39,52.2,24.4,89.17,29.0
18:25:41,52.1,24.4,88.33,29.0
18:25:43,52.1,24.4,89.17,29.0
18:25:45,52.2,24.4,88.33,29.0
18:25:47,52.2,24.4,87.5,29.0
18:25:49,52.1,24.4,87.5,29.0
18:25:51,52.2,24.4,87.5,29.0
18:25:53,52.2,24.4,87.5,29.0
18:25:55,52.2,24.4,87.5,29.0
18:25:57,52.2,24.4,87.5,29.0
18:25:59,52.2,24.4,87.5,29.0
18:26:01,52.2,24.4,87.5,29.0
18:26:03,52.3,24.5,87.5,29.0
18:26:05,52.2,24.4,87.5,29.0
18:26:07,52.2,24.5,88.33,29.0
18:26:09,52.2,24.5,88.33,29.0
18:26:11,52.2,24.4,87.5,29.0
18:26:13,52.2,24.4,87.5,29.0
18:26:15,52.1,24.5,88.33,29.0
18:26:17,52.1,24.4,87.5,29.0
18:26:19,52.1,24.5,87.5,29.0
18:26:21,52.1,24.5,87.5,29.0
18:26:23,52.1,24.4,87.5,29.0
18:26:25,52.1,24.5,87.5,29.0
18:26:27,52.2,24.5,87.5,29.0
18:26:29,52.1,24.5,87.5,29.0
18:26:31,52.1,24.5,88.33,29.0
18:26:33,52.1,24.5,88.33,29.0
18:26:35,52.1,24.5,87.5,29.0
18:26:37,52.1,24.5,88.33,29.0
18:26:39,52.1,24.5,88.33,29.0
18:26:41,52.1,24.5,89.17,29.0
18:26:43,52.1,24.5,88.33,29.0
18:26:45,52.1,24.5,88.33,29.0
18:26:47,52.1,24.5,88.33,29.0
18:26:50,52.1,24.5,87.5,29.0
18:26:52,52.1,24.5,88.33,29.0
18:26:54,52.1,24.5,87.5,29.0
18:26:56,52.1,24.5,87.5,29.0
18:26:58,52.1,24.5,87.5,29.0
18:27:00,52.1,24.5,88.33,29.0
18:27:02,52.1,24.5,87.5,29.0
18:27:04,52.1,24.5,87.5,29.0
18:27:06,52.0,24.5,87.5,29.0
18:27:08,52.0,24.5,87.5,29.0
18:27:10,52.0,24.5,87.5,29.0
18:27:12,52.0,24.5,87.5,29.0
18:27:14,52.0,24.5,87.5,29.0
18:27:16,52.0,24.5,87.5,29.0
18:27:18,52.0,24.5,87.5,29.0
18:27:20,52.0,24.5,87.5,29.0
18:27:22,52.1,24.5,87.5,29.0
18:27:24,52.0,24.5,87.5,29.0
18:27:26,52.0,24.5,87.5,29.0
18:27:28,52.0,24.5,87.5,29.0
18:27:30,52.0,24.5,87.5,29.0
18:27:32,52.0,24.5,88.33,29.0
18:27:34,52.0,24.5,88.33,29.0
18:27:36,52.0,24.5,87.5,29.0
18:27:38,52.0,24.5,87.5,29.0
18:27:40,52.0,24.5,88.33,29.0
18:27:42,52.0,24.5,88.33,29.0
18:27:44,52.0,24.5,87.5,29.0
18:27:46,52.0,24.5,88.33,29.0
18:27:48,52.0,24.5,88.33,29.0
18:27:50,52.0,24.5,87.5,29.0
18:27:52,52.0,24.4,87.5,29.0
18:27:54,52.0,24.4,87.5,29.0
18:27:56,52.0,24.5,88.33,29.0
18:27:58,52.0,24.4,87.5,29.0
18:28:00,52.0,24.4,88.33,29.0
18:28:02,52.0,24.5,89.17,29.0
18:28:04,52.0,24.4,88.33,29.0
18:28:06,52.0,24.4,87.5,29.0
18:28:08,52.0,24.4,89.17,29.0
18:28:10,52.0,24.4,88.33,29.0
18:28:12,52.0,24.4,87.5,29.0
18:28:14,52.0,24.4,87.5,29.0
18:28:16,52.0,24.4,86.67,29.0
18:28:18,52.0,24.4,87.5,29.0
18:28:20,52.0,24.4,88.33,29.0
18:28:22,52.0,24.4,87.5,29.0
18:28:24,52.0,24.4,88.33,29.0
18:28:26,52.0,24.4,86.67,29.0
18:28:28,52.1,24.4,86.67,29.0
18:28:30,52.1,24.4,88.33,29.0
18:28:32,52.1,24.4,87.5,29.0
18:28:34,52.1,24.4,88.33,29.0
18:28:36,52.1,24.4,87.5,29.0
18:28:38,52.1,24.4,87.5,29.0
18:28:40,52.1,24.5,88.33,29.0
18:28:42,52.2,24.5,88.33,29.0
18:28:44,52.2,24.5,89.17,29.0
18:28:46,52.2,24.5,88.33,29.0
18:28:48,52.2,24.5,87.5,29.0
18:28:51,52.3,24.5,87.5,29.0
18:28:53,52.3,24.6,88.33,29.0
18:28:55,52.2,24.6,88.33,29.0
18:28:57,52.2,24.6,88.33,29.0
18:28:59,52.2,24.6,88.33,29.0
18:29:01,52.1,24.7,88.33,29.0
18:29:03,52.1,24.7,87.5,29.0
18:29:05,52.1,24.7,87.5,29.0
18:29:07,52.1,24.8,88.33,29.0
18:29:09,52.0,24.8,88.33,29.0
18:29:11,51.9,24.8,89.17,29.0
18:29:13,51.9,24.9,87.5,29.0
18:29:15,51.9,24.9,87.5,29.0
18:29:17,51.8,24.9,87.5,29.0
18:29:19,51.8,24.9,87.5,29.0
18:29:21,51.7,25.0,88.33,29.0
18:29:23,51.7,25.0,89.17,29.0
18:29:25,51.6,25.0,87.5,29.0
18:29:27,51.6,25.1,88.33,29.0
18:29:29,51.6,25.1,87.5,29.0
18:29:31,51.6,25.1,87.5,29.0
18:29:33,51.5,25.1,88.33,29.0
18:29:35,51.5,25.2,87.5,29.0
18:29:37,51.5,25.2,88.33,29.0
18:29:39,51.5,25.2,88.33,29.0
18:29:41,51.4,25.2,88.33,29.0
18:29:43,51.4,25.2,88.33,29.0
18:29:45,51.4,25.3,88.33,29.0
18:29:47,51.4,25.3,87.5,29.0
18:29:49,51.4,25.3,87.5,29.0
18:29:51,51.3,25.4,88.33,29.0
18:29:53,51.3,25.4,87.5,29.0
18:29:55,51.3,25.4,87.5,29.0
18:29:57,51.2,25.4,87.5,29.0
18:29:59,51.2,25.5,87.5,29.0
18:30:01,51.1,25.5,87.5,29.0
18:30:03,51.1,25.5,88.33,29.0
18:30:05,51.1,25.5,89.17,29.0
18:30:07,51.1,25.5,88.33,29.0
18:30:09,51.1,25.6,89.17,29.0
18:30:11,51.0,25.6,88.33,29.0
18:30:13,51.0,25.6,87.5,29.0
18:30:15,51.0,25.7,89.17,29.0
18:30:17,50.9,25.7,88.33,29.0
18:30:19,50.9,25.7,87.5,29.0
18:30:21,50.8,25.8,87.5,29.0
18:30:23,50.8,25.8,87.5,29.0
18:30:25,50.8,25.8,87.5,29.0
18:30:27,50.7,25.8,87.5,29.0
18:30:29,50.7,25.9,88.33,29.0
18:30:31,50.6,25.9,88.33,29.0
18:30:33,50.6,25.9,87.5,29.0
18:30:35,50.6,25.9,88.33,29.0
18:30:37,50.5,26.0,88.33,29.0
18:30:39,50.5,26.0,87.5,29.0
18:30:41,50.4,26.0,88.33,29.0
18:30:43,50.4,26.0,87.5,29.0
18:30:45,50.3,26.0,87.5,29.0
18:30:47,50.3,26.1,87.5,29.0
18:30:49,50.3,26.1,88.33,29.0
18:30:51,50.3,26.1,87.5,29.0
18:30:53,50.2,26.1,88.33,29.0
18:30:55,50.2,26.1,87.5,29.0
18:30:57,50.2,26.1,87.5,29.0
18:30:59,50.1,26.2,88.33,29.0
18:31:01,50.1,26.2,88.33,29.0
18:31:03,50.1,26.2,87.5,29.0
18:31:05,50.1,26.2,88.33,29.0
18:31:07,50.0,26.2,88.33,29.0
18:31:09,50.0,26.2,87.5,29.0
18:31:11,50.1,26.2,87.5,29.0
18:31:13,50.1,26.2,88.33,29.0
18:31:15,50.0,26.3,87.5,29.0
18:31:17,50.0,26.3,87.5,29.0
18:31:19,50.0,26.3,87.5,29.0
18:31:21,50.0,26.3,88.33,29.0
18:31:23,50.0,26.3,87.5,29.0
18:31:25,50.0,26.3,88.33,29.0
18:31:27,50.0,26.4,89.17,29.0
18:31:29,50.0,26.4,88.33,29.0
18:31:31,49.9,26.4,88.33,29.0
18:31:33,49.9,26.4,88.33,29.0
18:31:35,49.9,26.5,87.5,29.0
18:31:37,49.9,26.5,87.5,29.0
18:31:39,49.9,26.5,87.5,29.0
18:31:41,49.8,26.5,87.5,29.0
18:31:43,49.8,26.6,88.33,29.0
18:31:45,49.8,26.6,88.33,29.0
18:31:47,49.8,26.6,88.33,29.0
18:31:49,49.7,26.6,89.17,29.0
18:31:52,49.7,26.7,87.5,29.0
18:31:54,49.7,26.7,87.5,29.0
18:31:56,49.7,26.7,88.33,29.0
18:31:58,49.7,26.8,88.33,29.0
18:32:00,49.6,26.8,87.5,29.0
18:32:02,49.6,26.8,88.33,29.0
18:32:04,49.6,26.8,88.33,29.0
18:32:06,49.6,26.9,89.17,29.0
18:32:08,49.5,26.9,88.33,29.0
18:32:10,49.5,26.9,89.17,29.0
18:32:12,49.5,26.9,88.33,29.0
18:32:14,49.4,27.0,88.33,29.0
18:32:16,49.4,27.0,87.5,29.0
18:32:18,49.3,27.0,88.33,29.0
18:32:20,49.3,27.0,87.5,29.0
18:32:22,49.3,27.0,87.5,29.0
18:32:24,49.2,27.1,87.5,29.0
18:32:26,49.2,27.1,87.5,29.0
18:32:28,49.2,27.1,87.5,29.0
18:32:30,49.2,27.1,88.33,29.0
18:32:32,49.1,27.2,89.17,29.0
18:32:34,49.0,27.2,88.33,29.0
18:32:36,49.0,27.2,89.17,29.0
18:32:38,48.9,27.2,88.33,29.0
18:32:40,49.0,27.2,87.5,29.0
18:32:42,48.9,27.2,87.5,29.0
18:32:44,48.9,27.3,88.33,29.0
18:32:46,48.9,27.3,87.5,29.0
18:32:48,48.9,27.3,87.5,29.0
18:32:50,48.9,27.3,87.5,28.0
18:32:52,48.9,27.4,89.17,28.0
18:32:54,48.9,27.4,88.33,28.0
18:32:56,48.8,27.4,88.33,28.0
18:32:58,48.8,27.4,89.17,28.0
18:33:00,48.8,27.4,88.33,28.0
18:33:02,48.7,27.4,88.33,28.0
18:33:04,48.7,27.4,89.17,28.0
18:33:06,48.7,27.5,88.33,28.0
18:33:08,48.7,27.5,87.5,28.0
18:33:10,48.6,27.5,87.5,28.0
18:33:12,48.6,27.5,87.5,28.0
18:33:14,48.6,27.5,87.5,28.0
18:33:16,48.6,27.5,87.5,28.0
18:33:18,48.5,27.5,87.5,28.0
18:33:20,48.5,27.5,88.33,28.0
18:33:22,48.5,27.5,87.5,28.0
18:33:24,48.4,27.5,87.5,28.0
18:33:26,48.4,27.5,88.33,28.0
18:33:28,48.4,27.5,88.33,28.0
18:33:30,48.4,27.5,87.5,28.0
18:33:32,48.4,27.6,87.5,28.0
18:33:34,48.4,27.5,87.5,28.0
18:33:36,48.4,27.6,88.33,28.0
18:33:38,48.4,27.6,88.33,28.0
18:33:40,48.4,27.6,87.5,28.0
18:33:42,48.4,27.6,87.5,28.0
18:33:44,48.4,27.6,87.5,28.0
18:33:46,48.4,27.6,87.5,28.0
18:33:48,48.4,27.6,87.5,28.0
18:33:50,48.4,27.6,87.5,28.0
18:33:53,48.4,27.6,87.5,28.0
18:33:55,48.4,27.7,88.33,28.0
18:33:57,48.4,27.7,88.33,28.0
18:33:59,48.3,27.7,88.33,28.0
18:34:01,48.3,27.7,87.5,28.0
18:34:03,48.3,27.7,87.5,28.0
18:34:05,48.3,27.7,87.5,28.0
18:34:07,48.3,27.7,87.5,28.0
18:34:09,48.2,27.7,88.33,28.0
18:34:11,48.2,27.7,88.33,28.0
18:34:13,48.2,27.7,88.33,28.0
18:34:15,48.2,27.7,88.33,28.0
18:34:17,48.1,27.7,87.5,28.0
18:34:19,48.1,27.8,89.17,28.0
18:34:21,48.1,27.8,89.17,28.0
18:34:23,48.1,27.8,89.17,28.0
18:34:25,48.1,27.8,88.33,28.0
18:34:27,48.0,27.7,88.33,28.0
18:34:29,48.0,27.8,88.33,28.0
18:34:31,48.0,27.8,89.17,28.0
18:34:33,48.0,27.8,89.17,28.0
18:34:35,48.0,27.8,87.5,28.0
18:34:37,48.0,27.8,87.5,28.0
18:34:39,48.0,27.8,87.5,28.0
18:34:41,48.0,27.8,87.5,28.0
18:34:43,48.0,27.8,88.33,28.0
18:34:45,48.0,27.8,87.5,28.0
18:34:47,48.0,27.8,87.5,28.0
18:34:49,48.0,27.8,87.5,28.0
18:34:51,48.0,27.8,87.5,28.0
18:34:53,47.9,27.7,87.5,28.0
18:34:55,47.9,27.8,87.5,28.0
18:34:57,47.9,27.7,87.5,28.0
18:34:59,47.9,27.7,88.33,28.0
18:35:01,47.9,27.7,87.5,28.0
18:35:03,47.9,27.7,87.5,28.0
18:35:05,48.0,27.8,87.5,28.0
18:35:07,47.9,27.7,88.33,28.0
18:35:09,47.9,27.7,88.33,28.0
18:35:11,47.9,27.7,88.33,28.0
18:35:13,47.9,27.7,87.5,28.0
18:35:15,47.9,27.7,87.5,28.0
18:35:17,47.9,27.7,89.17,28.0
18:35:19,47.9,27.7,88.33,28.0
18:35:21,47.9,27.7,88.33,28.0
18:35:23,48.0,27.7,88.33,28.0
18:35:25,47.9,27.7,88.33,28.0
18:35:27,47.9,27.7,89.17,28.0
18:35:29,47.9,27.7,89.17,28.0
18:35:31,47.9,27.7,89.17,28.0
18:35:33,47.9,27.7,87.5,28.0
18:35:35,47.9,27.7,87.5,28.0
18:35:37,47.9,27.7,87.5,28.0
18:35:39,47.9,27.7,87.5,28.0
18:35:41,47.9,27.7,87.5,28.0
18:35:43,47.9,27.7,88.33,28.0
18:35:45,47.9,27.7,88.33,28.0
18:35:47,47.9,27.7,88.33,28.0
18:35:49,47.9,27.7,88.33,28.0
18:35:51,47.9,27.7,87.5,28.0
18:35:54,47.9,27.7,88.33,28.0
18:35:56,47.9,27.7,88.33,28.0
18:35:58,47.9,27.6,87.5,28.0
18:36:00,47.9,27.7,87.5,28.0
18:36:02,47.9,27.6,87.5,28.0
18:36:04,47.9,27.6,88.33,28.0
18:36:06,47.9,27.6,88.33,28.0
18:36:08,47.9,27.6,88.33,28.0
18:36:10,47.9,27.6,88.33,28.0
18:36:12,47.9,27.6,88.33,28.0
18:36:14,47.9,27.6,88.33,28.0
18:36:16,47.9,27.6,88.33,28.0
18:36:18,47.9,27.6,88.33,28.0
18:36:20,47.9,27.6,89.17,28.0
18:36:22,47.9,27.6,87.5,28.0
18:36:24,47.9,27.6,87.5,28.0
18:36:26,47.9,27.6,88.33,28.0
18:36:28,47.9,27.6,88.33,28.0
18:36:30,47.9,27.6,87.5,28.0
18:36:32,47.9,27.6,87.5,28.0
18:36:34,47.9,27.6,87.5,28.0
18:36:36,47.9,27.6,87.5,28.0
18:36:38,47.8,27.6,87.5,28.0
18:36:40,47.8,27.6,87.5,28.0
18:36:42,47.8,27.5,87.5,28.0
18:36:44,47.8,27.5,87.5,28.0
18:36:46,47.8,27.5,87.5,28.0
18:36:48,47.8,27.5,88.33,28.0
18:36:50,47.8,27.5,88.33,28.0
18:36:52,47.8,27.4,87.5,28.0
18:36:54,47.8,27.4,87.5,28.0
18:36:56,47.8,27.4,87.5,28.0
18:36:58,47.8,27.4,87.5,28.0
18:37:00,47.9,27.3,87.5,28.0
18:37:02,47.9,27.3,87.5,28.0
18:37:04,47.8,27.2,87.5,28.0
18:37:06,47.9,27.2,87.5,28.0
18:37:08,47.9,27.2,89.17,28.0
18:37:10,47.9,27.2,89.17,28.0
18:37:12,48.0,27.1,89.17,28.0
18:37:14,48.0,27.1,88.33,28.0
19:16:23,49.3,26.6,87.5,28.0
19:16:25,49.3,26.6,88.33,28.0
19:16:27,49.3,26.7,87.5,28.0
19:16:29,49.3,26.7,88.33,28.0
19:16:31,49.3,26.7,88.33,28.0
19:16:33,49.3,26.7,88.33,28.0
19:16:35,49.3,26.7,89.17,28.0
19:16:37,49.3,26.7,88.33,28.0
19:16:39,49.3,26.7,87.5,28.0
19:16:41,49.3,26.7,87.5,28.0
19:16:43,49.2,26.7,88.33,28.0
19:16:45,49.2,26.8,87.5,28.0
19:16:47,49.2,26.8,88.33,28.0
19:16:49,49.2,26.8,88.33,28.0
19:16:51,49.2,26.8,88.33,28.0
19:16:53,49.1,26.8,88.33,28.0
19:16:55,49.1,26.8,88.33,28.0
19:16:57,49.1,26.8,87.5,28.0
19:16:59,49.1,26.8,87.5,28.0
19:17:01,49.1,26.8,87.5,28.0
19:17:03,49.1,26.8,86.67,28.0
19:17:05,49.1,26.8,87.5,28.0
19:17:07,49.0,26.9,87.5,28.0
19:17:25,48.9,26.9,87.5,28.0
19:17:27,48.9,26.9,87.5,28.0
19:17:29,48.9,26.9,87.5,28.0
19:17:31,48.9,26.9,87.5,28.0
19:17:33,48.9,27.0,86.67,28.0
19:17:35,48.9,27.0,87.5,28.0
19:17:37,48.8,27.0,87.5,28.0
19:17:39,48.8,27.0,87.5,28.0
19:17:41,48.8,27.0,87.5,28.0
19:17:43,48.8,27.0,88.33,28.0
19:17:45,48.8,27.0,88.33,28.0
19:17:47,48.8,27.0,87.5,28.0
19:17:49,48.8,27.0,88.33,28.0
19:17:51,48.8,27.0,87.5,28.0
19:17:53,48.8,27.0,86.67,28.0
19:17:59,48.8,27.0,87.5,28.0
19:18:01,48.8,27.0,88.33,28.0
19:18:03,48.8,27.0,88.33,28.0
19:18:05,48.7,27.0,88.33,28.0
19:18:17,48.7,27.1,87.5,28.0
19:18:19,48.7,27.1,88.33,28.0
19:18:21,48.7,27.1,87.5,28.0
19:18:24,48.7,27.1,88.33,28.0
19:18:26,48.7,27.1,87.5,28.0
19:18:28,48.6,27.1,88.33,28.0
19:18:30,48.7,27.1,87.5,28.0
19:18:32,48.6,27.1,86.67,28.0
19:18:34,48.6,27.1,87.5,28.0
19:18:36,48.6,27.1,87.5,28.0
19:18:38,48.7,27.1,88.33,28.0
19:18:40,48.6,27.1,88.33,28.0
19:18:42,48.6,27.1,86.67,28.0
19:18:44,48.6,27.1,87.5,28.0
19:21:15,48.8,26.3,85.83,28.0
19:21:17,48.7,26.2,85.83,28.0
19:21:19,48.8,26.2,86.67,28.0
19:21:21,48.8,26.2,85.83,28.0
19:21:23,48.9,26.2,86.67,28.0
19:21:26,49.0,26.2,85.83,28.0
19:21:28,49.1,26.2,85.0,28.0
19:21:30,49.1,26.1,85.0,28.0
19:21:32,49.2,26.1,85.83,28.0
19:21:34,49.2,26.1,85.0,28.0
19:21:36,49.2,26.2,85.83,28.0
19:21:38,49.3,26.1,85.83,28.0
19:21:40,49.3,26.1,86.67,28.0
19:21:42,49.3,26.1,85.83,28.0
19:21:44,49.4,26.1,86.67,28.0
19:21:46,49.4,26.1,86.67,28.0
19:21:48,49.4,26.1,85.83,28.0
19:21:50,49.4,26.1,86.67,28.0
19:21:52,49.4,26.1,85.83,28.0
19:21:54,49.4,26.2,83.33,28.0
19:21:56,49.4,26.2,82.5,28.0
19:21:58,49.4,26.2,83.33,28.0
19:22:00,49.4,26.2,79.17,28.0
19:22:02,49.4,26.2,77.5,28.0
19:22:04,49.4,26.2,76.67,28.0
19:22:06,49.5,26.2,79.17,28.0
19:22:08,49.5,26.2,81.67,28.0
19:22:10,49.4,26.2,80.0,28.0
19:22:12,49.4,26.2,81.67,28.0
19:22:14,49.4,26.2,80.83,28.0
19:22:16,49.3,26.2,81.67,28.0
19:22:18,49.3,26.2,82.5,28.0
19:22:20,49.3,26.2,80.0,28.0
19:22:22,49.3,26.2,81.67,28.0
19:22:24,49.3,26.2,85.0,28.0
19:22:26,49.2,26.2,83.33,28.0
19:22:28,49.2,26.2,82.5,28.0
19:22:30,49.3,26.2,83.33,28.0
19:22:32,49.3,26.2,84.17,28.0
19:22:34,49.2,26.1,82.5,28.0
19:22:36,49.3,26.2,80.83,28.0
19:22:38,49.2,26.1,79.17,28.0
19:22:40,49.2,26.1,75.0,28.0
19:22:42,49.2,26.1,84.17,28.0
19:22:44,49.2,26.1,85.0,28.0
19:22:46,49.2,26.1,81.67,28.0
19:22:48,49.3,26.1,79.17,28.0
19:22:50,49.3,26.0,80.83,28.0
19:22:52,49.3,26.0,80.0,28.0
19:22:54,49.3,26.0,79.17,28.0
19:22:56,49.3,26.0,75.83,28.0
19:22:58,49.3,26.0,74.17,28.0
19:23:00,49.3,25.9,81.67,28.0
19:23:02,49.3,25.9,80.0,28.0
19:23:04,49.3,25.9,79.17,28.0
19:23:06,49.3,25.9,80.83,28.0
19:23:08,49.3,25.8,83.33,28.0
19:23:10,49.3,25.8,80.83,28.0
19:23:12,49.4,25.8,82.5,28.0
19:23:14,49.4,25.8,81.67,28.0
19:23:16,49.4,25.8,81.67,28.0
19:23:18,49.4,25.7,80.83,28.0
19:23:20,49.4,25.7,82.5,28.0
19:23:22,49.5,25.7,79.17,28.0
19:23:24,49.5,25.7,80.83,28.0
19:23:27,49.5,25.7,81.67,28.0
19:23:29,49.5,25.7,81.67,28.0
19:23:31,49.6,25.6,81.67,28.0
19:23:33,49.7,25.6,81.67,28.0
19:23:35,49.8,25.6,81.67,28.0
19:23:37,49.9,25.6,81.67,28.0
19:23:39,49.9,25.6,81.67,28.0
19:23:41,50.0,25.6,81.67,28.0
19:23:43,50.1,25.6,81.67,28.0
19:23:45,50.1,25.6,82.5,28.0
19:23:47,50.1,25.6,81.67,28.0
19:23:49,50.1,25.6,82.5,28.0
19:23:51,50.1,25.6,81.67,28.0
19:23:53,50.1,25.6,82.5,28.0
19:23:55,50.1,25.6,81.67,28.0
19:23:57,50.2,25.7,80.83,28.0
19:23:59,50.2,25.7,80.83,28.0
19:24:01,50.2,25.6,82.5,28.0
19:24:03,50.2,25.7,80.83,28.0
19:24:05,50.2,25.7,80.83,28.0
19:24:07,50.2,25.7,82.5,28.0
19:24:09,50.2,25.7,81.67,28.0
19:24:11,50.2,25.7,81.67,28.0
19:24:13,50.2,25.7,81.67,28.0
19:24:15,50.3,25.8,81.67,28.0
19:24:17,50.2,25.8,79.17,28.0
19:24:19,50.2,25.8,80.83,28.0
19:24:21,50.2,25.8,80.83,28.0
19:24:23,50.2,25.8,81.67,28.0
19:24:25,50.2,25.8,81.67,28.0
19:24:27,50.2,25.8,81.67,28.0
19:24:29,50.2,25.8,82.5,28.0
19:24:31,50.2,25.8,80.83,28.0
19:24:33,50.2,25.9,81.67,28.0
19:24:35,50.2,25.9,80.0,28.0
19:24:37,50.2,25.9,77.5,28.0
19:24:39,50.2,25.9,80.0,28.0
19:24:41,50.2,26.0,79.17,28.0
19:24:43,50.2,26.0,72.5,28.0
19:24:45,50.2,26.0,76.67,28.0
19:24:47,50.2,26.0,82.5,28.0
19:24:49,50.1,26.0,82.5,28.0
19:24:51,50.1,26.1,80.83,28.0
19:24:53,50.1,26.1,82.5,28.0
19:24:55,50.1,26.1,81.67,28.0
19:28:29,49.9,25.6,80.0,28.0
19:28:31,50.0,25.6,82.5,28.0
19:28:33,50.0,25.6,81.67,27.0
19:28:35,50.0,25.5,82.5,27.0
19:28:37,50.1,25.5,82.5,27.0
19:28:39,50.1,25.5,81.67,27.0
19:28:41,50.1,25.5,81.67,27.0
19:28:43,50.1,25.5,81.67,27.0
19:28:45,50.2,25.5,77.5,27.0
19:28:47,50.2,25.5,76.67,27.0
19:28:49,50.2,25.5,80.83,27.0
19:28:51,50.3,25.5,82.5,27.0
19:28:53,50.3,25.5,81.67,27.0
19:28:55,50.3,25.5,81.67,27.0
19:28:57,50.3,25.6,82.5,27.0
19:28:59,50.4,25.6,78.33,27.0
19:29:01,50.4,25.6,76.67,27.0
19:29:03,50.4,25.6,79.17,27.0
19:29:05,50.4,25.6,82.5,27.0
19:29:07,50.4,25.6,80.83,27.0
19:29:09,50.4,25.6,81.67,27.0
19:29:11,50.4,25.6,82.5,27.0
19:29:13,50.4,25.6,80.83,27.0
19:29:15,50.4,25.6,82.5,27.0
19:29:17,50.3,25.7,80.0,27.0
19:29:19,50.3,25.7,76.67,27.0
19:29:21,50.3,25.7,80.83,27.0
19:29:23,50.3,25.7,82.5,27.0
19:29:25,50.3,25.7,82.5,27.0
19:29:27,50.3,25.7,81.67,27.0
19:29:30,50.3,25.7,80.0,27.0
19:29:32,50.3,25.7,76.67,27.0
19:29:34,50.2,25.7,80.83,27.0
19:29:36,50.3,25.7,82.5,27.0
19:29:38,50.3,25.8,80.83,27.0
19:29:40,50.3,25.8,82.5,27.0
19:29:42,50.3,25.8,81.67,27.0
19:29:44,50.3,25.7,81.67,27.0
19:29:46,50.3,25.8,81.67,27.0
19:29:48,50.3,25.8,81.67,27.0
19:29:50,50.3,25.8,80.83,27.0
19:29:52,50.3,25.8,80.0,27.0
19:29:54,50.3,25.8,77.5,27.0
19:29:56,50.3,25.8,81.67,27.0
19:29:58,50.3,25.8,82.5,27.0
19:30:00,50.2,25.8,81.67,27.0
19:30:02,50.3,25.8,81.67,27.0
19:30:04,50.3,25.9,81.67,27.0
19:30:06,50.2,25.9,75.83,27.0
19:30:08,50.2,25.9,81.67,27.0
19:30:10,50.1,25.9,80.83,27.0
19:30:12,50.1,25.9,82.5,27.0
19:30:14,50.1,25.9,82.5,27.0
19:30:16,50.0,25.9,81.67,27.0
19:30:18,50.0,25.9,82.5,27.0
19:30:20,50.0,25.9,81.67,27.0
19:30:22,50.0,25.9,80.83,27.0
19:30:24,49.9,25.9,80.83,27.0
19:30:26,49.9,25.9,77.5,27.0
