Timestamp,Humidity (%),Temperature (°C),Light (lux),Soil Moisture (%)
18:05:05,51.9,24.5,86.67,31.0
18:05:07,51.9,24.5,86.67,31.0
18:05:09,51.9,24.5,86.67,31.0
18:05:11,51.9,24.5,86.67,31.0
18:05:13,51.9,24.5,86.67,31.0
18:05:15,51.8,24.5,87.5,31.0
18:05:17,51.9,24.5,87.5,31.0
18:05:19,51.9,24.5,86.67,31.0
18:05:21,51.8,24.5,86.67,31.0
18:05:23,51.9,24.5,87.5,31.0
18:05:25,51.9,24.5,87.5,31.0
18:05:27,51.8,24.5,86.67,31.0
18:05:29,51.9,24.5,85.83,31.0
18:05:31,51.9,24.5,87.5,31.0
18:05:33,51.9,24.5,86.67,31.0
18:05:35,51.8,24.5,86.67,31.0
18:05:37,51.9,24.5,85.83,31.0
18:05:39,51.9,24.5,86.67,31.0
18:05:41,51.9,24.5,87.5,31.0
18:05:43,51.9,24.5,85.0,31.0
18:05:45,51.9,24.5,86.67,31.0
18:05:47,51.9,24.5,87.5,31.0
18:05:49,51.9,24.5,86.67,31.0
18:05:51,51.9,24.5,86.67,31.0
18:05:53,51.9,24.5,87.5,31.0
18:05:55,51.9,24.5,87.5,31.0
18:05:57,51.9,24.5,87.5,31.0
18:05:59,51.9,24.5,86.67,31.0
18:06:01,51.9,24.5,86.67,31.0
18:06:03,52.0,24.5,86.67,31.0
18:06:05,52.0,24.5,87.5,31.0
18:06:07,52.0,24.5,87.5,31.0
18:06:09,52.0,24.5,86.67,31.0
18:06:11,52.0,24.5,83.33,31.0
18:06:13,52.0,24.5,86.67,31.0
18:06:15,52.0,24.5,87.5,31.0
18:06:17,52.0,24.5,86.67,31.0
18:06:19,52.0,24.5,87.5,31.0
